agent_type,model,dataset,instance_id,bash_commands,test_executions,file_edits,num_turns
SWE-agent,GPT-4,lite,pallets__flask-4045,2,1,3,8
SWE-agent,GPT-4,lite,django__django-14016,8,4,14,26
SWE-agent,GPT-4,lite,django__django-14534,5,2,5,14
SWE-agent,GPT-4,lite,django__django-15347,4,2,3,9
SWE-agent,GPT-4,lite,django__django-14608,4,0,1,13
SWE-agent,GPT-4,lite,astropy__astropy-12907,4,3,27,36
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8435,15,2,11,36
SWE-agent,GPT-4,lite,sympy__sympy-13177,10,8,12,32
SWE-agent,GPT-4,lite,django__django-12125,5,2,5,15
SWE-agent,GPT-4,lite,django__django-16527,1,0,2,5
SWE-agent,GPT-4,lite,django__django-11283,4,2,6,12
SWE-agent,GPT-4,lite,sympy__sympy-20590,3,1,2,11
SWE-agent,GPT-4,lite,django__django-14155,4,2,3,9
SWE-agent,GPT-4,lite,pydata__xarray-4493,8,0,8,30
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-10949,6,3,4,16
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-13496,1,0,3,10
SWE-agent,GPT-4,lite,django__django-14672,7,4,6,16
SWE-agent,GPT-4,lite,django__django-16139,2,0,1,6
SWE-agent,GPT-4,lite,django__django-11179,6,5,7,16
SWE-agent,GPT-4,lite,sympy__sympy-12236,3,1,2,14
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8713,5,2,3,11
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-25638,4,2,6,18
SWE-agent,GPT-4,lite,django__django-14752,1,0,2,5
SWE-agent,GPT-4,lite,django__django-14667,11,5,8,31
SWE-agent,GPT-4,lite,django__django-10924,7,4,12,22
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-13497,7,4,7,24
SWE-agent,GPT-4,lite,sympy__sympy-23191,6,1,2,11
SWE-agent,GPT-4,lite,sympy__sympy-12454,5,2,3,11
SWE-agent,GPT-4,lite,sympy__sympy-18532,5,2,7,15
SWE-agent,GPT-4,lite,django__django-13028,9,9,22,32
SWE-agent,GPT-4,lite,django__django-12589,6,5,15,29
SWE-agent,GPT-4,lite,django__django-14787,6,4,8,18
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8801,11,1,6,26
SWE-agent,GPT-4,lite,matplotlib__matplotlib-25079,12,1,2,31
SWE-agent,GPT-4,lite,sympy__sympy-18835,5,2,4,12
SWE-agent,GPT-4,lite,django__django-14382,5,3,4,11
SWE-agent,GPT-4,lite,sympy__sympy-15346,7,1,2,28
SWE-agent,GPT-4,lite,matplotlib__matplotlib-23987,12,2,3,33
SWE-agent,GPT-4,lite,django__django-11099,6,4,10,18
SWE-agent,GPT-4,lite,sympy__sympy-19254,3,0,2,9
SWE-agent,GPT-4,lite,django__django-16816,5,2,5,13
SWE-agent,GPT-4,lite,pallets__flask-4992,3,1,7,15
SWE-agent,GPT-4,lite,pylint-dev__pylint-7080,4,1,1,10
SWE-agent,GPT-4,lite,sympy__sympy-20049,7,3,4,20
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-13439,2,1,31,35
SWE-agent,GPT-4,lite,django__django-11630,6,5,21,32
SWE-agent,GPT-4,lite,matplotlib__matplotlib-23563,4,3,6,15
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-11445,6,0,5,33
SWE-agent,GPT-4,lite,pytest-dev__pytest-6116,5,1,6,14
SWE-agent,GPT-4,lite,sympy__sympy-13915,3,1,2,13
SWE-agent,GPT-4,lite,django__django-11039,1,0,26,31
SWE-agent,GPT-4,lite,pallets__flask-5063,3,0,4,10
SWE-agent,GPT-4,lite,pytest-dev__pytest-7220,17,3,6,34
SWE-agent,GPT-4,lite,django__django-12184,6,1,2,18
SWE-agent,GPT-4,lite,sympy__sympy-20154,3,1,27,36
SWE-agent,GPT-4,lite,django__django-15061,2,0,1,9
SWE-agent,GPT-4,lite,sympy__sympy-15345,4,2,3,11
SWE-agent,GPT-4,lite,django__django-15498,6,3,5,15
SWE-agent,GPT-4,lite,django__django-16408,12,7,18,36
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-10325,12,1,2,33
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8282,7,1,6,16
SWE-agent,GPT-4,lite,astropy__astropy-6938,10,7,13,36
SWE-agent,GPT-4,lite,psf__requests-3362,6,2,3,12
SWE-agent,GPT-4,lite,pytest-dev__pytest-7168,4,3,3,8
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-7975,6,0,2,14
SWE-agent,GPT-4,lite,pytest-dev__pytest-7490,6,3,4,15
SWE-agent,GPT-4,lite,django__django-17087,6,4,7,18
SWE-agent,GPT-4,lite,pydata__xarray-3364,10,5,12,31
SWE-agent,GPT-4,lite,django__django-12915,9,7,21,36
SWE-agent,GPT-4,lite,matplotlib__matplotlib-22835,6,1,4,16
SWE-agent,GPT-4,lite,sympy__sympy-13437,9,2,17,32
SWE-agent,GPT-4,lite,astropy__astropy-14182,11,10,20,33
SWE-agent,GPT-4,lite,django__django-13757,5,0,5,17
SWE-agent,GPT-4,lite,matplotlib__matplotlib-26020,4,2,3,9
SWE-agent,GPT-4,lite,sympy__sympy-21612,4,2,3,12
SWE-agent,GPT-4,lite,matplotlib__matplotlib-22711,5,3,6,14
SWE-agent,GPT-4,lite,django__django-12983,4,2,3,13
SWE-agent,GPT-4,lite,django__django-11422,6,1,9,26
SWE-agent,GPT-4,lite,django__django-16873,12,10,19,35
SWE-agent,GPT-4,lite,django__django-11049,4,0,12,21
SWE-agent,GPT-4,lite,psf__requests-863,13,7,11,32
SWE-agent,GPT-4,lite,sympy__sympy-21847,5,2,3,11
SWE-agent,GPT-4,lite,django__django-14855,11,8,15,29
SWE-agent,GPT-4,lite,django__django-14017,8,4,7,33
SWE-agent,GPT-4,lite,matplotlib__matplotlib-25332,11,2,11,33
SWE-agent,GPT-4,lite,django__django-10914,3,0,2,8
SWE-agent,GPT-4,lite,pytest-dev__pytest-5103,3,0,0,11
SWE-agent,GPT-4,lite,django__django-12708,6,6,21,28
SWE-agent,GPT-4,lite,matplotlib__matplotlib-18869,9,4,8,22
SWE-agent,GPT-4,lite,django__django-12856,14,2,9,36
SWE-agent,GPT-4,lite,django__django-13265,12,0,0,13
SWE-agent,GPT-4,lite,django__django-15851,6,0,30,39
SWE-agent,GPT-4,lite,matplotlib__matplotlib-25498,5,3,25,33
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8721,18,0,0,33
SWE-agent,GPT-4,lite,sympy__sympy-21627,9,1,2,31
SWE-agent,GPT-4,lite,mwaskom__seaborn-2848,21,1,2,32
SWE-agent,GPT-4,lite,astropy__astropy-7746,4,2,14,22
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-14092,3,2,25,34
SWE-agent,GPT-4,lite,django__django-11999,11,3,5,35
SWE-agent,GPT-4,lite,pytest-dev__pytest-8906,8,4,11,24
SWE-agent,GPT-4,lite,sympy__sympy-11870,3,1,3,9
SWE-agent,GPT-4,lite,django__django-14997,15,10,13,29
SWE-agent,GPT-4,lite,django__django-13964,11,9,10,25
SWE-agent,GPT-4,lite,sympy__sympy-13146,9,4,6,30
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-10508,5,2,3,11
SWE-agent,GPT-4,lite,django__django-11133,6,3,5,14
SWE-agent,GPT-4,lite,django__django-13401,10,3,5,23
SWE-agent,GPT-4,lite,sympy__sympy-13480,3,2,3,8
SWE-agent,GPT-4,lite,sympy__sympy-17655,4,2,3,11
SWE-agent,GPT-4,lite,django__django-11964,11,6,11,24
SWE-agent,GPT-4,lite,django__django-11019,6,4,7,17
SWE-agent,GPT-4,lite,psf__requests-1963,11,11,23,35
SWE-agent,GPT-4,lite,pydata__xarray-4094,7,4,5,23
SWE-agent,GPT-4,lite,sympy__sympy-19487,15,4,9,34
SWE-agent,GPT-4,lite,django__django-15252,7,4,17,31
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-13142,7,2,3,32
SWE-agent,GPT-4,lite,django__django-14915,8,5,7,18
SWE-agent,GPT-4,lite,sympy__sympy-22714,9,2,6,33
SWE-agent,GPT-4,lite,sympy__sympy-17022,19,1,2,34
SWE-agent,GPT-4,lite,pytest-dev__pytest-5692,6,1,3,15
SWE-agent,GPT-4,lite,pylint-dev__pylint-6506,9,9,15,27
SWE-agent,GPT-4,lite,sympy__sympy-24152,5,2,3,11
SWE-agent,GPT-4,lite,pytest-dev__pytest-9359,2,1,2,17
SWE-agent,GPT-4,lite,django__django-13033,8,5,12,28
SWE-agent,GPT-4,lite,pytest-dev__pytest-5227,1,0,6,10
SWE-agent,GPT-4,lite,matplotlib__matplotlib-24970,5,3,4,11
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-7738,8,3,14,28
SWE-agent,GPT-4,lite,sympy__sympy-13031,6,3,6,34
SWE-agent,GPT-4,lite,sympy__sympy-15011,11,2,14,32
SWE-agent,GPT-4,lite,sympy__sympy-24213,5,3,9,16
SWE-agent,GPT-4,lite,mwaskom__seaborn-3190,7,4,10,28
SWE-agent,GPT-4,lite,sympy__sympy-24909,6,4,9,19
SWE-agent,GPT-4,lite,matplotlib__matplotlib-26011,12,6,7,30
SWE-agent,GPT-4,lite,django__django-16595,5,2,6,18
SWE-agent,GPT-4,lite,sympy__sympy-14317,11,4,5,28
SWE-agent,GPT-4,lite,django__django-15400,5,2,3,11
SWE-agent,GPT-4,lite,pytest-dev__pytest-5413,6,4,3,24
SWE-agent,GPT-4,lite,django__django-11742,3,1,3,9
SWE-agent,GPT-4,lite,sympy__sympy-20442,6,2,4,11
SWE-agent,GPT-4,lite,matplotlib__matplotlib-25311,3,1,4,11
SWE-agent,GPT-4,lite,sympy__sympy-20322,4,1,6,18
SWE-agent,GPT-4,lite,mwaskom__seaborn-3407,5,4,6,18
SWE-agent,GPT-4,lite,sympy__sympy-13647,4,2,3,10
SWE-agent,GPT-4,lite,pytest-dev__pytest-5495,13,5,12,33
SWE-agent,GPT-4,lite,pytest-dev__pytest-11143,6,3,4,13
SWE-agent,GPT-4,lite,sympy__sympy-18698,7,5,7,20
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-10297,7,3,6,20
SWE-agent,GPT-4,lite,django__django-12113,7,6,15,30
SWE-agent,GPT-4,lite,sympy__sympy-13971,4,2,3,10
SWE-agent,GPT-4,lite,sympy__sympy-21171,5,2,3,11
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-13779,5,3,5,12
SWE-agent,GPT-4,lite,pylint-dev__pylint-5859,4,0,3,13
SWE-agent,GPT-4,lite,django__django-16379,4,2,4,10
SWE-agent,GPT-4,lite,django__django-15790,3,0,27,32
SWE-agent,GPT-4,lite,django__django-12497,4,0,3,13
SWE-agent,GPT-4,lite,sympy__sympy-20639,10,5,10,31
SWE-agent,GPT-4,lite,django__django-16400,10,1,2,26
SWE-agent,GPT-4,lite,sympy__sympy-15678,6,2,22,33
SWE-agent,GPT-4,lite,matplotlib__matplotlib-23314,9,3,5,23
SWE-agent,GPT-4,lite,django__django-15814,6,4,6,14
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8273,2,0,3,9
SWE-agent,GPT-4,lite,matplotlib__matplotlib-25442,3,1,3,9
SWE-agent,GPT-4,lite,django__django-11905,9,4,5,22
SWE-agent,GPT-4,lite,astropy__astropy-14365,4,2,4,10
SWE-agent,GPT-4,lite,sympy__sympy-21055,3,1,24,32
SWE-agent,GPT-4,lite,sympy__sympy-13043,7,5,11,32
SWE-agent,GPT-4,lite,pylint-dev__pylint-7114,4,2,6,13
SWE-agent,GPT-4,lite,sympy__sympy-14396,8,4,15,33
SWE-agent,GPT-4,lite,sympy__sympy-18087,3,2,8,26
SWE-agent,GPT-4,lite,sympy__sympy-12481,8,5,9,24
SWE-agent,GPT-4,lite,django__django-12308,10,8,12,34
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-14894,7,5,15,25
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8474,7,0,1,19
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-12471,4,2,19,27
SWE-agent,GPT-4,lite,sympy__sympy-16503,6,3,5,31
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-11040,17,3,6,34
SWE-agent,GPT-4,lite,astropy__astropy-14995,9,2,3,17
SWE-agent,GPT-4,lite,django__django-13158,10,5,12,33
SWE-agent,GPT-4,lite,django__django-16229,7,7,25,37
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-11281,5,0,17,29
SWE-agent,GPT-4,lite,sympy__sympy-12171,6,4,6,17
SWE-agent,GPT-4,lite,django__django-16255,2,0,1,6
SWE-agent,GPT-4,lite,sympy__sympy-15609,10,2,18,34
SWE-agent,GPT-4,lite,pylint-dev__pylint-7228,7,0,6,28
SWE-agent,GPT-4,lite,django__django-13590,3,1,31,37
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-7686,7,2,4,31
SWE-agent,GPT-4,lite,django__django-11797,11,2,5,31
SWE-agent,GPT-4,lite,mwaskom__seaborn-3010,4,2,6,12
SWE-agent,GPT-4,lite,sympy__sympy-17630,1,1,30,32
SWE-agent,GPT-4,lite,sympy__sympy-13471,2,1,30,35
SWE-agent,GPT-4,lite,sympy__sympy-13895,6,1,3,15
SWE-agent,GPT-4,lite,django__django-13448,2,2,29,32
SWE-agent,GPT-4,lite,django__django-12284,11,5,11,34
SWE-agent,GPT-4,lite,django__django-15738,10,0,0,11
SWE-agent,GPT-4,lite,sympy__sympy-16106,4,2,3,13
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8595,11,1,9,23
SWE-agent,GPT-4,lite,sympy__sympy-13773,13,3,8,35
SWE-agent,GPT-4,lite,django__django-13315,8,2,6,23
SWE-agent,GPT-4,lite,sympy__sympy-22840,7,3,10,28
SWE-agent,GPT-4,lite,sympy__sympy-24066,3,2,16,31
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-15535,5,2,5,19
SWE-agent,GPT-4,lite,psf__requests-2674,5,3,20,33
SWE-agent,GPT-4,lite,sympy__sympy-12419,9,6,11,32
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8627,8,0,14,24
SWE-agent,GPT-4,lite,django__django-12700,6,4,5,13
SWE-agent,GPT-4,lite,django__django-15213,13,3,9,32
SWE-agent,GPT-4,lite,django__django-13658,1,0,1,7
SWE-agent,GPT-4,lite,matplotlib__matplotlib-24265,8,2,4,16
SWE-agent,GPT-4,lite,django__django-11620,6,3,21,33
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-25747,7,4,7,18
SWE-agent,GPT-4,lite,sphinx-doc__sphinx-8506,3,1,3,8
SWE-agent,GPT-4,lite,django__django-16820,9,5,8,21
SWE-agent,GPT-4,lite,django__django-11815,10,4,10,24
SWE-agent,GPT-4,lite,django__django-11848,8,5,8,27
SWE-agent,GPT-4,lite,django__django-11910,11,11,20,32
SWE-agent,GPT-4,lite,django__django-13551,5,3,7,14
SWE-agent,GPT-4,lite,django__django-12747,10,5,13,32
SWE-agent,GPT-4,lite,django__django-11001,5,3,6,16
SWE-agent,GPT-4,lite,django__django-15320,8,5,6,17
SWE-agent,GPT-4,lite,django__django-13321,6,3,11,20
SWE-agent,GPT-4,lite,sympy__sympy-16792,8,1,3,17
SWE-agent,GPT-4,lite,sympy__sympy-18057,3,1,28,34
SWE-agent,GPT-4,lite,pydata__xarray-5131,7,2,13,24
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-14983,7,4,13,32
SWE-agent,GPT-4,lite,django__django-11583,3,0,1,8
SWE-agent,GPT-4,lite,pytest-dev__pytest-7373,6,4,24,34
SWE-agent,GPT-4,lite,sympy__sympy-14308,8,3,7,31
SWE-agent,GPT-4,lite,scikit-learn__scikit-learn-13241,3,1,3,7
SWE-agent,GPT-4,lite,django__django-13447,2,0,7,12
SWE-agent,GPT-4,lite,sympy__sympy-15308,8,2,4,17
SWE-agent,GPT-4,lite,sympy__sympy-18189,3,1,8,15
SWE-agent,GPT-4,lite,sympy__sympy-21614,6,1,2,33
SWE-agent,GPT-4,lite,sympy__sympy-11400,8,7,19,33
SWE-agent,GPT-4,lite,django__django-14238,9,6,8,26
Moatless,GPT-4,lite,sphinx-doc__sphinx-10325,0,0,7,13
Moatless,GPT-4,lite,django__django-17051,0,0,9,15
Moatless,GPT-4,lite,scikit-learn__scikit-learn-13496,0,0,7,15
Moatless,GPT-4,lite,matplotlib__matplotlib-23964,0,0,3,7
Moatless,GPT-4,lite,matplotlib__matplotlib-23476,0,0,3,6
Moatless,GPT-4,lite,django__django-12747,0,0,3,10
Moatless,GPT-4,lite,django__django-14238,0,0,3,6
Moatless,GPT-4,lite,sympy__sympy-13471,0,0,5,9
Moatless,GPT-4,lite,sympy__sympy-16503,0,0,3,7
Moatless,GPT-4,lite,django__django-15790,0,0,3,6
Moatless,GPT-4,lite,django__django-12908,0,0,3,10
Moatless,GPT-4,lite,sympy__sympy-12454,0,0,3,6
Moatless,GPT-4,lite,pylint-dev__pylint-7114,0,0,7,12
Moatless,GPT-4,lite,django__django-11630,0,0,3,6
Moatless,GPT-4,lite,sympy__sympy-17139,0,0,3,8
Moatless,GPT-4,lite,sphinx-doc__sphinx-8713,0,0,3,6
Moatless,GPT-4,lite,pytest-dev__pytest-7220,0,0,0,15
Moatless,GPT-4,lite,pytest-dev__pytest-11143,0,0,3,6
Moatless,GPT-4,lite,pydata__xarray-4094,0,0,3,7
Moatless,GPT-4,lite,django__django-11099,0,0,5,8
Moatless,GPT-4,lite,django__django-16816,0,0,6,11
Moatless,GPT-4,lite,django__django-11564,0,0,11,20
Moatless,GPT-4,lite,django__django-11019,0,0,3,10
Moatless,GPT-4,lite,sympy__sympy-18698,0,0,5,10
Moatless,GPT-4,lite,django__django-14155,0,0,5,8
Moatless,GPT-4,lite,sympy__sympy-14396,0,0,3,16
Moatless,GPT-4,lite,sympy__sympy-12171,0,0,5,12
Moatless,GPT-4,lite,django__django-15061,0,0,3,6
Moatless,GPT-4,lite,django__django-13315,0,0,7,13
Moatless,GPT-4,lite,django__django-15814,0,0,3,7
Moatless,GPT-4,lite,django__django-11422,0,0,3,10
Moatless,GPT-4,lite,pydata__xarray-5131,0,0,3,14
Moatless,GPT-4,lite,pallets__flask-4045,0,0,3,9
Moatless,GPT-4,lite,scikit-learn__scikit-learn-14983,0,0,9,12
Moatless,GPT-4,lite,matplotlib__matplotlib-25311,0,0,9,16
Moatless,GPT-4,lite,django__django-15347,0,0,3,5
Moatless,GPT-4,lite,pytest-dev__pytest-8365,0,0,5,8
Moatless,GPT-4,lite,matplotlib__matplotlib-24970,0,0,3,9
Moatless,GPT-4,lite,astropy__astropy-14182,0,0,5,10
Moatless,GPT-4,lite,pytest-dev__pytest-9359,0,0,3,13
Moatless,GPT-4,lite,django__django-11039,0,0,3,11
Moatless,GPT-4,lite,sympy__sympy-20322,0,0,11,20
Moatless,GPT-4,lite,django__django-14672,0,0,3,6
Moatless,GPT-4,lite,scikit-learn__scikit-learn-14087,0,0,3,7
Moatless,GPT-4,lite,django__django-16595,0,0,3,6
Moatless,GPT-4,lite,scikit-learn__scikit-learn-13142,0,0,3,9
Moatless,GPT-4,lite,sympy__sympy-15011,0,0,5,11
Moatless,GPT-4,lite,sympy__sympy-24213,0,0,3,8
Moatless,GPT-4,lite,sympy__sympy-18057,0,0,5,11
Moatless,GPT-4,lite,django__django-15213,0,0,3,8
Moatless,GPT-4,lite,django__django-15498,0,0,5,12
Moatless,GPT-4,lite,pydata__xarray-3364,0,0,5,17
Moatless,GPT-4,lite,django__django-16255,0,0,3,6
Moatless,GPT-4,lite,mwaskom__seaborn-3407,0,0,3,7
Moatless,GPT-4,lite,sympy__sympy-19487,0,0,5,8
Moatless,GPT-4,lite,sympy__sympy-21612,0,0,3,14
Moatless,GPT-4,lite,pytest-dev__pytest-5227,0,0,3,6
Moatless,GPT-4,lite,sympy__sympy-22005,0,0,3,9
Moatless,GPT-4,lite,django__django-14997,0,0,5,10
Moatless,GPT-4,lite,sympy__sympy-18532,0,0,9,13
Moatless,GPT-4,lite,scikit-learn__scikit-learn-10508,0,0,3,6
Moatless,GPT-4,lite,sphinx-doc__sphinx-8721,0,0,3,7
Moatless,GPT-4,lite,sympy__sympy-13971,0,0,3,8
Moatless,GPT-4,lite,django__django-14787,0,0,3,8
Moatless,GPT-4,lite,django__django-16041,0,0,3,8
Moatless,GPT-4,lite,sympy__sympy-20154,0,0,3,7
Moatless,GPT-4,lite,scikit-learn__scikit-learn-13497,0,0,3,7
Moatless,GPT-4,lite,psf__requests-2674,0,0,9,14
Moatless,GPT-4,lite,sphinx-doc__sphinx-8435,0,0,3,10
Moatless,GPT-4,lite,django__django-13401,0,0,7,10
Moatless,GPT-4,lite,sympy__sympy-22840,0,0,3,9
Moatless,GPT-4,lite,django__django-15202,0,0,3,6
Moatless,GPT-4,lite,scikit-learn__scikit-learn-10297,0,0,5,14
Moatless,GPT-4,lite,scikit-learn__scikit-learn-15535,0,0,3,11
Moatless,GPT-4,lite,sympy__sympy-15609,0,0,3,8
Moatless,GPT-4,lite,django__django-13321,0,0,5,10
Moatless,GPT-4,lite,sympy__sympy-20590,0,0,3,7
Moatless,GPT-4,lite,sympy__sympy-20639,0,0,5,10
Moatless,GPT-4,lite,astropy__astropy-6938,0,0,3,7
Moatless,GPT-4,lite,django__django-15252,0,0,11,14
Moatless,GPT-4,lite,pylint-dev__pylint-5859,0,0,5,10
Moatless,GPT-4,lite,django__django-12113,0,0,3,12
Moatless,GPT-4,lite,matplotlib__matplotlib-24334,0,0,5,13
Moatless,GPT-4,lite,django__django-15902,0,0,3,6
Moatless,GPT-4,lite,django__django-11049,0,0,5,8
Moatless,GPT-4,lite,pytest-dev__pytest-7168,0,0,3,8
Moatless,GPT-4,lite,sympy__sympy-14024,0,0,5,12
Moatless,GPT-4,lite,pytest-dev__pytest-6116,0,0,3,9
Moatless,GPT-4,lite,pylint-dev__pylint-6506,0,0,3,9
Moatless,GPT-4,lite,scikit-learn__scikit-learn-14894,0,0,3,6
Moatless,GPT-4,lite,django__django-13933,0,0,5,9
Moatless,GPT-4,lite,matplotlib__matplotlib-23562,0,0,5,8
Moatless,GPT-4,lite,scikit-learn__scikit-learn-25570,0,0,9,12
Moatless,GPT-4,lite,matplotlib__matplotlib-23987,0,0,3,8
Moatless,GPT-4,lite,sphinx-doc__sphinx-8282,0,0,3,6
Moatless,GPT-4,lite,sphinx-doc__sphinx-8273,0,0,7,12
Moatless,GPT-4,lite,pydata__xarray-4493,0,0,3,14
Moatless,GPT-4,lite,django__django-12286,0,0,3,6
Moatless,GPT-4,lite,sympy__sympy-23117,0,0,9,22
Moatless,GPT-4,lite,django__django-16046,0,0,3,7
Moatless,GPT-4,lite,django__django-12589,0,0,7,13
Moatless,GPT-4,lite,django__django-12308,0,0,3,8
Moatless,GPT-4,lite,django__django-17087,0,0,0,15
Moatless,GPT-4,lite,django__django-14382,0,0,3,7
Moatless,GPT-4,lite,psf__requests-3362,0,0,7,10
Moatless,GPT-4,lite,sympy__sympy-23191,0,0,3,13
Moatless,GPT-4,lite,sympy__sympy-24066,0,0,3,6
Moatless,GPT-4,lite,matplotlib__matplotlib-25433,0,0,3,8
Moatless,GPT-4,lite,matplotlib__matplotlib-18869,0,0,9,20
Moatless,GPT-4,lite,pytest-dev__pytest-5221,0,0,7,10
Moatless,GPT-4,lite,django__django-12915,0,0,3,12
Moatless,GPT-4,lite,psf__requests-2148,0,0,5,14
Moatless,GPT-4,lite,sympy__sympy-22714,0,0,3,11
Moatless,GPT-4,lite,django__django-13658,0,0,3,7
Moatless,GPT-4,lite,sympy__sympy-11870,0,0,3,11
Moatless,GPT-4,lite,sympy__sympy-13031,0,0,7,10
Moatless,GPT-4,lite,django__django-11742,0,0,3,8
Moatless,GPT-4,lite,scikit-learn__scikit-learn-13779,0,0,3,6
Moatless,GPT-4,lite,matplotlib__matplotlib-24149,0,0,3,7
Moatless,GPT-4,lite,scikit-learn__scikit-learn-10949,0,0,5,9
Moatless,GPT-4,lite,django__django-15388,0,0,11,18
Moatless,GPT-4,lite,sympy__sympy-11897,0,0,7,18
Moatless,GPT-4,lite,sympy__sympy-13437,0,0,3,11
Moatless,GPT-4,lite,sympy__sympy-18189,0,0,5,9
Moatless,GPT-4,lite,matplotlib__matplotlib-23314,0,0,3,11
Moatless,GPT-4,lite,django__django-15819,0,0,3,9
Moatless,GPT-4,lite,astropy__astropy-14995,0,0,3,12
Moatless,GPT-4,lite,scikit-learn__scikit-learn-14092,0,0,5,11
Moatless,GPT-4,lite,django__django-11910,0,0,5,10
Moatless,GPT-4,lite,django__django-14915,0,0,7,13
Moatless,GPT-4,lite,pylint-dev__pylint-7993,0,0,3,8
Moatless,GPT-4,lite,sympy__sympy-13773,0,0,3,8
Moatless,GPT-4,lite,pytest-dev__pytest-5103,0,0,9,15
Moatless,GPT-4,lite,pylint-dev__pylint-7228,0,0,5,17
Moatless,GPT-4,lite,sympy__sympy-13043,0,0,3,6
Moatless,GPT-4,lite,sympy__sympy-11400,0,0,11,17
Moatless,GPT-4,lite,sympy__sympy-13647,0,0,5,10
Moatless,GPT-4,lite,astropy__astropy-14365,0,0,3,9
Moatless,GPT-4,lite,sympy__sympy-15678,0,0,7,10
Moatless,GPT-4,lite,django__django-14855,0,0,3,6
Moatless,GPT-4,lite,django__django-13925,0,0,5,11
Moatless,GPT-4,lite,sympy__sympy-18087,0,0,7,11
Moatless,GPT-4,lite,sphinx-doc__sphinx-7738,0,0,3,8
Moatless,GPT-4,lite,django__django-11815,0,0,3,8
Moatless,GPT-4,lite,django__django-14730,0,0,3,8
Moatless,GPT-4,lite,sympy__sympy-13895,0,0,11,19
Moatless,GPT-4,lite,django__django-14608,0,0,5,10
Moatless,GPT-4,lite,sympy__sympy-16988,0,0,3,8
Moatless,GPT-4,lite,django__django-15695,0,0,3,8
Moatless,GPT-4,lite,django__django-10914,0,0,5,9
Moatless,GPT-4,lite,django__django-15738,0,0,0,15
Moatless,GPT-4,lite,sympy__sympy-23262,0,0,3,8
Moatless,GPT-4,lite,django__django-11848,0,0,3,6
Moatless,GPT-4,lite,psf__requests-863,0,0,5,11
Moatless,GPT-4,lite,django__django-13660,0,0,3,6
Moatless,GPT-4,lite,django__django-13964,0,0,3,14
Moatless,GPT-4,lite,scikit-learn__scikit-learn-11281,0,0,5,10
Moatless,GPT-4,lite,django__django-16400,0,0,3,9
Moatless,GPT-4,lite,django__django-12125,0,0,3,12
Moatless,GPT-4,lite,pytest-dev__pytest-7490,0,0,7,12
Moatless,GPT-4,lite,sympy__sympy-14817,0,0,3,6
Moatless,GPT-4,lite,pallets__flask-5063,0,0,5,12
Moatless,GPT-4,lite,django__django-14667,0,0,5,8
Moatless,GPT-4,lite,mwaskom__seaborn-2848,0,0,3,10
Moatless,GPT-4,lite,django__django-11999,0,0,3,6
Moatless,GPT-4,lite,matplotlib__matplotlib-23913,0,0,7,13
Moatless,GPT-4,lite,django__django-16229,0,0,9,18
Moatless,GPT-4,lite,sympy__sympy-14317,0,0,3,6
Moatless,GPT-4,lite,django__django-10924,0,0,3,8
Moatless,GPT-4,lite,django__django-11620,0,0,11,20
Moatless,GPT-4,lite,scikit-learn__scikit-learn-25500,0,0,5,10
Moatless,GPT-4,lite,django__django-12470,0,0,5,12
Moatless,GPT-4,lite,sympy__sympy-18835,0,0,3,6
Moatless,GPT-4,lite,pytest-dev__pytest-7373,0,0,5,12
Moatless,GPT-4,lite,scikit-learn__scikit-learn-12471,0,0,3,8
Moatless,GPT-4,lite,psf__requests-2317,0,0,3,7
Moatless,GPT-4,lite,django__django-15851,0,0,3,8
